"SK_ID_CURR","TARGET","NAME_CONTRACT_TYPE","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","REGION_POPULATION_RELATIVE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_REGISTRATION","DAYS_ID_PUBLISH","FLAG_MOBIL","FLAG_EMP_PHONE","FLAG_WORK_PHONE","FLAG_CONT_MOBILE","FLAG_PHONE","FLAG_EMAIL","CNT_FAM_MEMBERS","REGION_RATING_CLIENT","REGION_RATING_CLIENT_W_CITY","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","REG_REGION_NOT_LIVE_REGION","REG_REGION_NOT_WORK_REGION","LIVE_REGION_NOT_WORK_REGION","REG_CITY_NOT_LIVE_CITY","REG_CITY_NOT_WORK_CITY","LIVE_CITY_NOT_WORK_CITY","ORGANIZATION_TYPE","DAYS_LAST_PHONE_CHANGE","NAME_TYPE_SUITE","OCCUPATION_TYPE"
148202,1,"Cash loans","F","N","Y",0,292500,450000,24412.5,450000,"Working","Secondary / secondary special","Civil marriage","House / apartment",0.018801,-10687,-1002,-777,-3366,1,1,1,1,1,0,2,2,2,"THURSDAY",11,0,0,0,0,1,1,"Self-employed",-2184,"Family","Sales staff"
442004,0,"Cash loans","F","Y","Y",0,157500,229500,17887.5,229500,"Pensioner","Secondary / secondary special","Married","House / apartment",0.015221,-20624,365243,-9822,-3201,1,0,0,1,0,0,2,2,2,"SATURDAY",10,0,0,0,0,0,0,"XNA",-541,"Family",NA
317152,0,"Cash loans","F","N","Y",0,180000,1546020,40914,1350000,"Working","Secondary / secondary special","Married","House / apartment",0.030755,-15107,-6641,-9108,-4628,1,1,0,1,1,1,2,2,2,"FRIDAY",11,0,0,0,0,0,0,"Business Entity Type 3",0,"Unaccompanied","Laborers"
349395,0,"Cash loans","F","N","N",1,180000,454500,30627,454500,"State servant","Higher education","Married","Municipal apartment",0.026392,-14439,-4277,-4260,-4700,1,1,0,1,0,0,3,2,2,"TUESDAY",11,0,0,0,0,0,0,"Construction",-3106,"Unaccompanied","Core staff"
341431,0,"Cash loans","M","Y","N",0,108000,275040,12820.5,180000,"Commercial associate","Higher education","Single / not married","House / apartment",0.025164,-19446,-346,-9898,-2529,1,1,0,1,1,0,1,2,2,"TUESDAY",15,0,0,0,0,0,0,"Business Entity Type 3",-2514,"Unaccompanied","Drivers"
402724,0,"Cash loans","F","N","N",1,135000,276277.5,21825,238500,"Commercial associate","Incomplete higher","Married","House / apartment",0.025164,-12914,-215,-6991,-4676,1,1,0,1,0,0,3,2,2,"MONDAY",9,0,0,0,0,0,0,"Business Entity Type 3",-1600,"Unaccompanied","Accountants"
207939,0,"Cash loans","M","N","N",1,157500,392427,26352,324000,"Working","Higher education","Married","House / apartment",0.018634,-11343,-218,-1030,-2383,1,1,0,1,0,0,3,2,2,"SATURDAY",13,0,0,0,0,0,0,"Business Entity Type 3",-764,"Unaccompanied","Laborers"
454632,0,"Cash loans","M","Y","Y",0,135000,9e+05,26316,9e+05,"Working","Secondary / secondary special","Single / not married","House / apartment",0.003122,-12818,-125,-1556,-4369,1,1,0,1,0,0,1,3,3,"THURSDAY",14,0,1,1,0,1,1,"Construction",-1024,"Unaccompanied","Laborers"
140066,0,"Cash loans","M","Y","Y",0,540000,2156400,59431.5,1800000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.072508,-16917,365243,-730,-478,1,0,0,1,1,0,2,1,1,"THURSDAY",17,0,0,0,0,0,0,"XNA",-2873,"Unaccompanied",NA
245066,0,"Cash loans","F","N","N",1,405000,558486,57357,517500,"Working","Higher education","Married","House / apartment",0.032561,-12020,-2636,-2164,-4307,1,1,0,1,0,0,3,1,1,"THURSDAY",18,0,0,0,0,0,0,"Business Entity Type 2",-1650,"Unaccompanied","High skill tech staff"
213628,0,"Cash loans","F","N","Y",0,67500,135000,14670,135000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.005002,-11534,-118,-2990,-3321,1,1,0,1,0,0,1,3,3,"THURSDAY",18,0,0,0,0,0,0,"Self-employed",-1800,"Unaccompanied","Private service staff"
284550,0,"Cash loans","F","N","Y",0,126000,769500,43096.5,769500,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.01452,-22657,365243,-5849,-4214,1,0,0,1,0,0,1,2,2,"WEDNESDAY",6,0,0,0,0,0,0,"XNA",-638,"Unaccompanied",NA
332840,0,"Cash loans","M","N","N",0,112500,1080000,31576.5,1080000,"State servant","Higher education","Married","House / apartment",0.025164,-14772,-2855,-7012,-4486,1,1,1,1,1,0,2,2,2,"SATURDAY",14,0,0,0,0,0,0,"Security Ministries",-412,"Unaccompanied","Managers"
451544,0,"Revolving loans","F","N","Y",1,202500,180000,9000,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",0.00963,-10704,-565,-2108,-2646,1,1,0,1,0,0,2,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Medicine",-164,"Unaccompanied","Medicine staff"
133815,0,"Revolving loans","M","Y","Y",0,225000,1350000,67500,1350000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.022625,-16536,-4886,-2637,-49,1,1,1,1,1,0,2,2,2,"WEDNESDAY",17,0,0,0,0,0,0,"Business Entity Type 3",-736,"Unaccompanied",NA
165437,0,"Cash loans","F","N","Y",0,76500,124438.5,7740,94500,"State servant","Secondary / secondary special","Civil marriage","Municipal apartment",0.018029,-12478,-3515,-3283,-5111,1,1,1,1,0,0,2,3,3,"FRIDAY",7,0,0,0,0,0,0,"School",-1617,"Unaccompanied",NA
371499,1,"Cash loans","F","N","Y",1,135000,545040,35617.5,450000,"Commercial associate","Secondary / secondary special","Single / not married","Office apartment",0.025164,-12896,-2052,-6155,-4323,1,1,0,1,0,0,2,2,2,"FRIDAY",9,0,0,0,0,0,0,"Self-employed",-191,"Unaccompanied","Sales staff"
142645,0,"Cash loans","F","N","Y",0,225000,755190,56592,675000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.016612,-17401,-9559,-2113,-942,1,1,0,1,0,0,2,2,2,"WEDNESDAY",13,0,0,0,0,0,0,"Services",-1607,"Unaccompanied","Realty agents"
399144,0,"Cash loans","M","N","Y",0,112500,855000,25128,855000,"Working","Higher education","Single / not married","House / apartment",0.028663,-10662,-758,-4891,-3328,1,1,1,1,1,0,1,2,2,"SATURDAY",13,0,0,0,0,0,0,"Trade: type 7",-2510,"Unaccompanied","Core staff"
249675,0,"Cash loans","F","N","Y",0,81000,549882,16209,459000,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.014464,-21241,365243,-12249,-4192,1,0,0,1,0,0,1,2,2,"THURSDAY",7,0,0,0,0,0,0,"XNA",-1398,"Unaccompanied",NA
297321,0,"Cash loans","F","N","N",0,135000,584766,24903,472500,"Pensioner","Lower secondary","Married","House / apartment",0.035792,-22613,365243,-9637,-3991,1,0,0,1,0,0,2,2,2,"WEDNESDAY",11,0,0,0,0,0,0,"XNA",-1446,"Unaccompanied",NA
352167,1,"Revolving loans","M","Y","Y",1,90000,270000,13500,270000,"Working","Secondary / secondary special","Married","House / apartment",0.019689,-13036,-481,-490,-2255,1,1,0,1,0,0,3,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"Trade: type 3",-141,"Unaccompanied","Laborers"
140265,0,"Cash loans","M","N","Y",1,117000,276277.5,16695,238500,"Working","Secondary / secondary special","Married","House / apartment",0.031329,-9964,-1465,-8546,-2290,1,1,0,1,1,0,3,2,2,"THURSDAY",10,0,0,0,0,0,0,"Housing",-773,"Unaccompanied","Drivers"
150433,0,"Cash loans","F","N","N",1,90000,785398.5,30861,702000,"Commercial associate","Higher education","Married","House / apartment",0.011703,-15993,-927,-7736,-4268,1,1,0,1,0,0,3,2,2,"MONDAY",16,0,0,0,1,1,0,"Business Entity Type 3",-2,NA,"High skill tech staff"
240286,0,"Revolving loans","F","N","Y",0,103500,450000,22500,450000,"Working","Secondary / secondary special","Civil marriage","House / apartment",0.018634,-11728,-2471,-1184,-1662,1,1,1,1,1,0,2,2,2,"SATURDAY",17,0,0,0,0,0,0,"Construction",-1403,"Family","Laborers"
315855,0,"Cash loans","M","Y","Y",0,180000,197820,15988.5,180000,"Working","Secondary / secondary special","Married","House / apartment",0.018634,-14862,-1360,-231,-4266,1,1,0,1,0,0,2,2,2,"THURSDAY",13,0,0,0,0,0,0,"Self-employed",0,"Unaccompanied","Laborers"
265434,0,"Cash loans","M","Y","Y",3,247500,481495.5,33642,454500,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.01885,-12596,-5016,-778,-4199,1,1,0,1,0,0,5,2,2,"THURSDAY",13,0,0,0,0,1,1,"Business Entity Type 2",-763,"Unaccompanied","Laborers"
277025,0,"Cash loans","F","N","N",0,94500,150948,10633.5,126000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",0.020713,-21963,365243,-2241,-2624,1,0,0,1,0,0,2,3,3,"WEDNESDAY",6,0,0,0,1,0,0,"XNA",-1414,"Unaccompanied",NA
366730,0,"Cash loans","M","N","Y",0,180000,450000,24543,450000,"Working","Higher education","Single / not married","House / apartment",0.015221,-16376,-7796,-9391,-4953,1,1,0,1,1,0,1,2,2,"TUESDAY",12,0,0,0,0,0,0,"Other",0,"Family","Managers"
191765,0,"Cash loans","F","N","N",0,94500,284400,14998.5,225000,"Pensioner","Secondary / secondary special","Separated","House / apartment",0.00496,-21985,365243,-5626,-4036,1,0,0,1,0,0,1,2,2,"MONDAY",14,0,0,0,0,0,0,"XNA",-189,"Unaccompanied",NA
272449,0,"Cash loans","F","N","Y",0,157500,254700,24939,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.009175,-25065,365243,-11636,-4871,1,0,0,1,1,0,2,2,2,"SUNDAY",12,0,0,0,0,0,0,"XNA",-293,"Unaccompanied",NA
330902,0,"Cash loans","F","Y","Y",0,225000,715765.5,68089.5,688500,"Working","Secondary / secondary special","Married","House / apartment",0.025164,-15910,-3254,-1286,-4261,1,1,0,1,0,0,2,2,2,"SATURDAY",15,0,0,0,0,0,0,"Business Entity Type 3",-1822,"Spouse, partner","Sales staff"
424929,0,"Cash loans","M","N","Y",0,45000,76410,7686,67500,"Working","Secondary / secondary special","Widow","House / apartment",0.018029,-19877,-451,-2099,-3127,1,1,1,1,0,0,1,3,3,"TUESDAY",5,0,0,0,0,0,0,"Trade: type 7",-528,"Unaccompanied","Low-skill Laborers"
222741,0,"Cash loans","M","N","N",3,85500,254700,16713,225000,"Working","Lower secondary","Civil marriage","Rented apartment",0.018209,-12887,-268,-6945,-1281,1,1,0,1,0,0,5,3,3,"MONDAY",9,0,0,0,0,0,0,"Business Entity Type 3",-886,"Family",NA
366636,0,"Cash loans","M","Y","Y",0,184500,1078200,31653,9e+05,"Pensioner","Secondary / secondary special","Married","House / apartment",0.032561,-22057,365243,-3986,-4090,1,0,0,1,1,0,2,1,1,"THURSDAY",11,0,0,0,0,0,0,"XNA",-458,"Unaccompanied",NA
445144,0,"Cash loans","F","N","N",0,135000,247275,17338.5,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.009657,-24645,365243,-9511,-4315,1,0,0,1,0,0,2,2,2,"WEDNESDAY",9,0,0,0,0,0,0,"XNA",-1835,"Unaccompanied",NA
357122,0,"Cash loans","M","N","Y",2,112500,227520,18103.5,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.018029,-13331,-257,-630,-1364,1,1,0,1,0,0,4,3,3,"MONDAY",9,0,0,0,0,1,1,"Business Entity Type 3",-2040,"Unaccompanied","Cooking staff"
160933,0,"Cash loans","M","N","N",2,180000,463500,12226.5,463500,"Working","Secondary / secondary special","Married","House / apartment",0.035792,-13890,-4728,-554,-4396,1,1,0,1,0,0,4,2,2,"WEDNESDAY",16,0,1,1,0,1,1,"Business Entity Type 3",-2,NA,"Laborers"
444095,0,"Cash loans","F","N","Y",0,202500,343800,13090.5,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",0.001276,-16546,-3026,-3183,-108,1,1,0,1,0,0,1,2,2,"SUNDAY",5,0,0,0,0,0,0,"Government",-1447,"Unaccompanied",NA
432802,0,"Cash loans","F","Y","Y",0,1001826,1800000,73314,1800000,"Commercial associate","Higher education","Married","House / apartment",0.026392,-16031,-2181,-2554,-2246,1,1,1,1,0,0,2,2,2,"TUESDAY",12,0,0,0,0,0,0,"Insurance",-1320,"Unaccompanied","Core staff"
364026,0,"Cash loans","F","Y","Y",0,157500,9e+05,26446.5,9e+05,"Working","Secondary / secondary special","Single / not married","House / apartment",0.026392,-8179,-404,-3514,-805,1,1,0,1,0,1,1,2,2,"WEDNESDAY",15,1,1,0,1,1,0,"Business Entity Type 2",-675,"Unaccompanied",NA
259542,0,"Cash loans","F","N","Y",0,675000,675000,34510.5,675000,"Commercial associate","Incomplete higher","Married","House / apartment",0.019689,-10819,-1117,-762,-1760,1,1,0,1,0,0,2,2,2,"MONDAY",8,0,0,0,0,0,0,"Self-employed",-383,"Unaccompanied","Private service staff"
360944,0,"Cash loans","M","N","Y",1,225000,301500,31657.5,301500,"State servant","Higher education","Married","House / apartment",0.04622,-18536,-8298,-10031,-2065,1,1,0,1,0,0,3,1,1,"THURSDAY",9,0,1,1,0,0,0,"Transport: type 2",-1844,"Unaccompanied","Laborers"
155916,0,"Revolving loans","F","N","N",0,157500,270000,13500,270000,"State servant","Secondary / secondary special","Married","House / apartment",0.010147,-19203,-481,-2703,-2711,1,1,0,1,0,0,2,2,2,"FRIDAY",13,0,0,0,0,0,0,"Business Entity Type 3",0,"Unaccompanied","Cooking staff"
291681,0,"Cash loans","F","N","N",2,90000,545040,26640,450000,"Working","Secondary / secondary special","Married","House / apartment",0.014464,-13539,-397,-241,-4698,1,1,0,1,0,0,4,2,2,"FRIDAY",8,0,0,0,0,0,0,"Kindergarten",-2170,"Spouse, partner","Accountants"
103836,0,"Cash loans","F","N","Y",1,67500,545040,25537.5,450000,"Working","Secondary / secondary special","Married","House / apartment",0.018209,-10508,-1344,-2967,-567,1,1,0,1,1,0,3,3,3,"WEDNESDAY",12,0,0,0,0,1,1,"School",-49,"Unaccompanied","High skill tech staff"
224653,0,"Cash loans","M","Y","Y",0,202500,9e+05,41836.5,9e+05,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.005084,-12200,-740,-6295,-4023,1,1,1,1,0,0,2,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Business Entity Type 3",0,NA,"Sales staff"
415849,0,"Cash loans","F","N","Y",0,162000,622413,31909.5,495000,"State servant","Incomplete higher","Civil marriage","Rented apartment",0.009175,-10272,-1852,-4838,-2950,1,1,0,1,0,0,2,2,2,"FRIDAY",10,0,0,0,0,1,1,"Other",-1589,"Unaccompanied","Medicine staff"
450262,0,"Cash loans","F","N","Y",0,67500,454500,16825.5,454500,"Working","Secondary / secondary special","Married","House / apartment",0.022625,-17836,-427,-4596,-1378,1,1,0,1,0,0,2,2,2,"MONDAY",19,0,0,0,0,0,0,"School",-319,"Unaccompanied","Cleaning staff"
379992,0,"Cash loans","M","Y","Y",0,90000,450000,22018.5,450000,"Working","Secondary / secondary special","Single / not married","House / apartment",0.015221,-14308,-2778,-4697,-4706,1,1,0,1,1,0,1,2,2,"SATURDAY",9,0,0,0,0,0,0,"Agriculture",0,"Unaccompanied","Core staff"
125419,0,"Cash loans","F","N","Y",0,157500,891072,45625.5,720000,"Working","Secondary / secondary special","Married","House / apartment",0.018801,-16584,-5114,-4706,-139,1,1,0,1,0,0,2,2,2,"MONDAY",11,0,0,0,0,0,0,"Self-employed",0,"Unaccompanied",NA
140024,0,"Cash loans","F","N","Y",0,180000,962370,67108.5,9e+05,"Working","Higher education","Married","House / apartment",0.00712,-15333,-3014,-1498,-4939,1,1,0,1,0,0,2,2,2,"FRIDAY",13,0,0,0,0,1,1,"Business Entity Type 3",-402,"Unaccompanied","Managers"
162768,0,"Cash loans","F","N","Y",0,180000,715095,50985,675000,"Pensioner","Higher education","Separated","House / apartment",0.011703,-22785,365243,-13694,-4919,1,0,0,1,0,0,1,2,2,"WEDNESDAY",14,0,0,0,0,0,0,"XNA",-532,"Unaccompanied",NA
332216,0,"Cash loans","F","N","Y",0,63000,134775,5836.5,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.006305,-21682,365243,-7203,-4446,1,0,0,1,0,0,1,3,3,"FRIDAY",4,0,0,0,0,0,0,"XNA",-244,"Unaccompanied",NA
448128,0,"Cash loans","F","N","N",0,121500,755190,36459,675000,"Working","Secondary / secondary special","Married","House / apartment",0.018801,-17769,-2408,-8353,-1295,1,1,0,1,0,0,2,2,2,"MONDAY",19,0,0,0,0,0,0,"Business Entity Type 3",-1201,"Unaccompanied",NA
206842,0,"Cash loans","M","Y","Y",0,112500,450000,23301,450000,"Working","Higher education","Married","House / apartment",0.010643,-13788,-2339,-7154,-4779,1,1,0,1,0,0,2,2,2,"WEDNESDAY",12,0,0,0,0,0,0,"Trade: type 2",-1283,"Unaccompanied","Laborers"
307472,0,"Cash loans","M","Y","N",2,315000,1928304,71590.5,1800000,"Working","Secondary / secondary special","Married","House / apartment",0.018634,-15794,-874,-2147,-4387,1,1,0,1,0,0,4,2,2,"MONDAY",9,0,0,0,0,0,0,"Trade: type 7",-2650,"Unaccompanied","Laborers"
384146,0,"Cash loans","F","N","N",1,90000,990000,30015,990000,"State servant","Secondary / secondary special","Married","House / apartment",0.028663,-15738,-8161,-7658,-1010,1,1,1,1,1,0,3,2,2,"TUESDAY",16,0,0,0,0,0,0,"Medicine",-3,"Unaccompanied","Medicine staff"
120685,0,"Cash loans","F","Y","Y",0,292500,447768,43618.5,405000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.035792,-14438,-1174,-7884,-1612,1,1,0,1,1,0,2,2,2,"MONDAY",15,0,0,0,0,0,0,"Self-employed",-1488,"Unaccompanied","Sales staff"
426266,0,"Revolving loans","F","N","Y",1,135000,315000,15750,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.035792,-16075,-1834,-1057,-399,1,1,0,1,1,0,3,2,2,"SATURDAY",14,0,0,0,1,1,0,"Business Entity Type 3",-293,"Unaccompanied",NA
315652,0,"Cash loans","F","N","N",0,157500,138474,9846,126000,"Working","Secondary / secondary special","Widow","House / apartment",0.030755,-20523,-1824,-12330,-3836,1,1,0,1,0,0,1,2,2,"SATURDAY",15,0,0,0,1,1,1,"Industry: type 3",-480,"Unaccompanied","Laborers"
156853,0,"Cash loans","F","N","Y",1,157500,348264,20124,315000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.019101,-11996,-646,-3996,-3996,1,1,0,1,0,0,3,2,2,"MONDAY",9,0,0,0,0,0,0,"Self-employed",-2312,"Unaccompanied","Managers"
325694,0,"Revolving loans","F","N","Y",0,135000,270000,13500,270000,"Working","Secondary / secondary special","Civil marriage","House / apartment",0.010643,-15846,-1810,-8031,-4040,1,1,0,1,0,0,2,2,2,"SATURDAY",10,0,0,0,0,1,1,"Business Entity Type 3",-704,"Unaccompanied",NA
107970,0,"Cash loans","M","N","Y",0,180000,545040,25407,450000,"Working","Secondary / secondary special","Married","House / apartment",0.00823,-9154,-1221,-6175,-1735,1,1,0,1,0,0,2,2,2,"WEDNESDAY",14,0,0,0,0,0,0,"Business Entity Type 3",-1145,"Unaccompanied","Laborers"
270007,0,"Cash loans","M","Y","Y",2,130500,1044000,44361,1044000,"Working","Secondary / secondary special","Married","House / apartment",0.01885,-10505,-3518,-1347,-3178,1,1,1,1,0,0,4,2,2,"THURSDAY",10,0,0,0,0,0,0,"Government",-684,"Family",NA
453693,0,"Cash loans","F","N","N",0,90000,254700,14350.5,225000,"Pensioner","Secondary / secondary special","Separated","House / apartment",0.026392,-21768,365243,-3520,-3956,1,0,0,1,1,0,1,2,2,"MONDAY",10,0,0,0,0,0,0,"XNA",-2303,"Unaccompanied",NA
107080,0,"Revolving loans","M","Y","Y",0,45000,270000,13500,270000,"Working","Secondary / secondary special","Married","House / apartment",0.019101,-15804,-1197,-2582,-4648,1,1,0,1,0,0,2,2,2,"THURSDAY",12,0,0,0,0,1,1,"Military",-667,"Family","Laborers"
327210,0,"Cash loans","M","Y","N",1,202500,210456,11556,166500,"Working","Secondary / secondary special","Married","House / apartment",0.035792,-19014,-2594,-11022,-2552,1,1,0,1,0,0,3,2,2,"TUESDAY",13,0,0,0,0,0,0,"Government",-909,"Unaccompanied","Drivers"
339757,0,"Cash loans","M","N","Y",0,207000,1045854,33867,873000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",0.018029,-16055,-1426,-387,-4557,1,1,0,1,0,0,2,3,3,"WEDNESDAY",5,0,0,0,0,0,0,"School",-1620,"Unaccompanied","Security staff"
149603,0,"Cash loans","M","Y","Y",0,40500,675000,19737,675000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.035792,-21466,365243,-8176,-3326,1,0,0,1,0,0,2,2,2,"THURSDAY",9,1,0,0,1,0,0,"XNA",-163,"Unaccompanied",NA
351466,0,"Cash loans","F","N","Y",0,67500,110331,11043,103500,"Pensioner","Secondary / secondary special","Widow","House / apartment",0.031329,-24783,365243,-799,-4223,1,0,0,1,0,0,1,2,2,"THURSDAY",10,0,0,0,0,0,0,"XNA",-797,"Unaccompanied",NA
224142,0,"Cash loans","M","Y","N",0,180000,273636,25452,247500,"Working","Secondary / secondary special","Single / not married","House / apartment",0.04622,-10276,-2607,-4662,-2947,1,1,0,1,1,0,1,1,1,"MONDAY",14,0,0,0,0,0,0,"Business Entity Type 3",-459,"Unaccompanied","Laborers"
245261,0,"Cash loans","M","Y","Y",1,180000,808650,26217,675000,"Working","Secondary / secondary special","Separated","House / apartment",0.035792,-13925,-484,-6393,-4523,1,1,0,1,0,0,2,2,2,"THURSDAY",13,0,0,0,0,0,0,"Other",-3737,"Unaccompanied","Laborers"
453305,0,"Cash loans","F","Y","N",0,90000,808650,26217,675000,"Commercial associate","Secondary / secondary special","Separated","With parents",0.01885,-17722,-2614,-9332,-1269,1,1,0,1,1,0,1,2,2,"TUESDAY",14,0,0,0,0,0,0,"Self-employed",-1873,"Unaccompanied",NA
108658,0,"Revolving loans","F","N","N",2,135000,270000,13500,270000,"Working","Higher education","Married","House / apartment",0.010966,-14768,-3204,-3248,-4870,1,1,0,1,0,0,4,2,2,"TUESDAY",9,0,0,0,0,0,0,"Government",0,"Unaccompanied",NA
223182,0,"Cash loans","F","N","N",0,225000,986418,41922,810000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.04622,-21368,-13898,-11686,-3336,1,1,0,1,1,0,2,1,1,"SUNDAY",14,0,0,0,0,0,0,"Business Entity Type 3",-666,"Unaccompanied","High skill tech staff"
207527,0,"Cash loans","F","N","Y",0,270000,808650,26217,675000,"Commercial associate","Higher education","Married","House / apartment",0.003069,-20230,-11165,-8007,-3009,1,1,0,1,1,0,2,3,3,"WEDNESDAY",13,0,0,0,0,0,0,"University",-338,"Family","Core staff"
336030,0,"Cash loans","F","N","N",1,135000,254700,27558,225000,"Working","Secondary / secondary special","Single / not married","House / apartment",0.018029,-9523,-1146,-3478,-2203,1,1,0,1,0,0,2,3,3,"TUESDAY",8,0,0,0,1,1,0,"Trade: type 7",-882,"Unaccompanied","Sales staff"
181978,1,"Cash loans","M","N","Y",0,180000,360000,24057,360000,"Working","Higher education","Separated","House / apartment",0.04622,-17201,-150,-9786,-700,1,1,1,1,0,0,1,1,1,"THURSDAY",18,0,0,0,0,1,1,"Business Entity Type 3",-251,"Unaccompanied",NA
315315,0,"Cash loans","F","N","Y",0,99000,365175,13896,301500,"Pensioner","Secondary / secondary special","Separated","House / apartment",0.022625,-18375,365243,-9164,-1898,1,0,0,1,1,0,1,2,2,"THURSDAY",13,0,0,0,0,0,0,"XNA",-1646,"Unaccompanied",NA
202301,0,"Cash loans","F","N","N",0,76500,273636,14031,247500,"Pensioner","Secondary / secondary special","Separated","House / apartment",0.018634,-21961,365243,-4044,-4147,1,0,0,1,0,0,1,2,2,"THURSDAY",10,0,0,0,0,0,0,"XNA",-3,"Unaccompanied",NA
321138,0,"Cash loans","F","N","Y",1,90000,808650,23773.5,675000,"Working","Higher education","Married","House / apartment",0.010966,-14361,-321,-2065,-2607,1,1,1,1,0,0,3,2,2,"SATURDAY",11,0,0,0,0,0,0,"Other",-1888,"Children","Accountants"
169324,0,"Revolving loans","F","N","Y",0,193500,585000,29250,585000,"Commercial associate","Secondary / secondary special","Separated","House / apartment",0.015221,-18798,-2758,-5187,-2312,1,1,0,1,1,0,1,2,2,"THURSDAY",12,0,0,0,0,0,0,"Business Entity Type 3",-330,"Unaccompanied",NA
437975,0,"Cash loans","F","N","Y",1,157500,574785,29344.5,436500,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.025164,-18506,-1881,-3253,-97,1,1,0,1,0,0,3,2,2,"WEDNESDAY",10,0,0,0,0,0,0,"Business Entity Type 3",-201,"Unaccompanied","Cooking staff"
135933,0,"Cash loans","F","Y","N",0,171000,314100,17167.5,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.006852,-18241,-1195,-3700,-1776,1,1,0,1,0,0,2,3,3,"MONDAY",4,0,0,0,0,0,0,"Business Entity Type 2",-418,"Unaccompanied","Sales staff"
272733,0,"Cash loans","F","Y","Y",1,202500,1125000,32895,1125000,"Working","Secondary / secondary special","Single / not married","House / apartment",0.025164,-14701,-2026,-8677,-4457,1,1,1,1,1,0,2,2,2,"WEDNESDAY",9,0,0,0,0,0,0,"Business Entity Type 3",-1282,"Unaccompanied","Sales staff"
286848,0,"Cash loans","M","Y","Y",0,225000,701730,71905.5,675000,"Working","Secondary / secondary special","Married","House / apartment",0.04622,-14936,-3386,-717,-844,1,1,1,1,1,0,2,1,1,"SUNDAY",13,0,0,0,0,1,1,"Transport: type 4",-976,"Unaccompanied","Drivers"
452335,0,"Cash loans","M","N","Y",0,112500,970380,28503,810000,"Working","Secondary / secondary special","Married","House / apartment",0.025164,-19339,-891,-2784,-2789,1,1,1,1,1,0,2,2,2,"SATURDAY",13,0,0,0,0,1,1,"Business Entity Type 3",-1479,"Other_A",NA
277452,0,"Cash loans","M","N","N",0,135000,463284,21726,382500,"Working","Secondary / secondary special","Single / not married","With parents",0.009175,-9171,-368,-3946,-1836,1,1,0,1,0,0,1,2,2,"THURSDAY",11,0,0,0,0,0,0,"Business Entity Type 3",-600,"Unaccompanied",NA
240870,0,"Cash loans","M","Y","N",0,121500,224136,17707.5,198000,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.02461,-20883,-4919,-9597,-3896,1,1,0,1,1,0,2,2,2,"MONDAY",18,0,0,0,0,0,0,"Self-employed",-351,"Unaccompanied","Laborers"
385720,1,"Revolving loans","M","N","Y",0,180000,270000,13500,270000,"Working","Higher education","Married","House / apartment",0.003818,-19427,-1844,-3862,-2854,1,1,0,1,0,0,2,2,2,"SUNDAY",3,0,0,0,0,1,1,"Business Entity Type 3",-684,"Unaccompanied","Laborers"
123696,0,"Cash loans","F","N","N",0,157500,597339,30474,553500,"Commercial associate","Secondary / secondary special","Married","House / apartment",0.031329,-11957,-2538,-11671,-2848,1,1,0,1,0,0,2,2,2,"MONDAY",13,0,0,0,0,0,0,"Housing",-2953,NA,"Laborers"
237989,0,"Cash loans","F","N","Y",0,135000,781920,25969.5,675000,"Pensioner","Secondary / secondary special","Married","House / apartment",0.030755,-21054,365243,-5087,-4407,1,0,0,1,0,0,2,2,2,"MONDAY",10,0,0,0,0,0,0,"XNA",-734,"Family",NA
